Canto Coding ID,Local_lat:,Local_long:,Region,Division,Subregion,Area,People,Region,Division,Subregion,Area / Kingdom,Culture,Cu_location,Arensberg-Lomax_clusters,Peoplex,C_cid,US Coding ID,Notes,Local_latitude,Local_longitude,society,society_id,Culture_location,US_Culture_name:,Audio_file_id:,Audio_notes:,Duration:,Lomax_source:,Song Title,Genre,Song_notes,Performers,Instruments,Recorded_by,Year,Publisher,Publcation_collection,Repository,Source_notes,Classification_notes,Metadata_notes,,SongTitlecondensed,Metadata_sources
,,,,,,,,,,,,,,,,,6093,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1950s,,,0:02:47,,I'm in the Mood,Blues,,John Lee Hooker,,,1952,Modern,"I'm In The Mood / How Can You Do It, Modern 835",,,,,I'm In The Mood / How Can You Do It,ImintheMood,@Modern1952ImintheMood @WikiImInTheMood @WikiJohnLeeHooker
,,,,,,,,,,,,,,,,,6102,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1950s,,,0:02:49,,Reet Petite,Rock and roll; Rhythm & Blues,"""Reet Petite (The Sweetest Girl in Town)"" (originally subtitled ""The Finest Girl You Ever Want to Meet"") is a song made popular by Jackie Wilson. It was his first solo hit after leaving the Dominoes and, over the years, has become one of his biggest international chart successes.","Jackie Wilson, vocal",,,1957,Brunswick,"He's So Fine, Brunswick BL 54042",,,,,He's So Fine,HesSoFine,@Brunswick1957HesSoFine @WikiJackieWilson @WikiReetPetite
,,,,,,,,,,,,,,,,,6103,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1950s,,,0:02:44,,Lonely Teardrops,Rock and roll; Rhythm & Blues,"""Lonely Teardrops"" is a song recorded and released as a single in 1958 by R&B singer Jackie Wilson. Written by Berry Gordy Jr.,Gwendolyn Gordy (Berry's sister) and Roquel ""Billy"" Davis, the single, alongside Wilson's debuting five consecutive singles between 1957–58, turned Wilson into an R&B superstar and influenced the later careers of Davis, who joined the staff of Chess Records while Gordy used the money from the song's success to form Motown Records within a year.","Jackie Wilson, vocal",,,1958,Brunswick,"Lonely Teardrops, Brunswick BL 54045",,,,,Lonely Teardrops,LonelyTeardrops,@Brunswick1958LonelyTeardrops @WikiJackieWilson @WikiLonelyTeardrops
,,,,,,,,,,,,,,,,,6125,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1960s,,,0:02:43,,I Hear A Symphony,Rhythm & Blues; Motown,"The Supremes enjoyed a run of hits through 1964 and 1965 under the guidance of writer/producers Holland–Dozier–Holland. In mid-1965, the producers came to realize they had fallen into a rut when the Supremes' ""Nothing but Heartaches"" failed to make it to the Top Ten. Holland-Dozier-Holland therefore set about breaking their formula and trying something new. The result was ""I Hear a Symphony,"" a song with a more complex musical structure than previous Supremes releases.","Supremes: Diana Ross, vocal; Florence Ballard, vocal; Mary Wilson, vocal; The Funk Brothers, backing band; Mike Terry, baritone sax",,,1965,Motown,"I Hear A Symphony, Motown MS 643",,,,,,IHearASymphony,@WikiIHearASymphonySong@WikiIHearASymphonyAlbum@Motown1966IHearASymphony
,,,,,,,,,,,,,,,,,6128,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1960s,,,0:03:14,,I Heard it Through the Grapevine,Soul; Rhythm & Blues; Motown,"The lyrics tell the story in the first person of the singer's feelings of betrayal and disbelief when he hears of his girlfriend's infidelity only indirectly ""through the 'grapevine'"". The phrase is associated with black slaves during the Civil War, who had their form of telegraph: the human grapevine.","Marvin Gaye, vocal; The Andantes (Jackie Hicks, Marlene Barrow, Louvain Demps), vocal; Earl Van Dyke, hammond organ; Johnny Griffith, Wurlitzer; Richard ""Pistol"" Allen, drums; Uriel Jones, drums; James Jamerson, bass; Jack Ashford, percussion; Joe Messina, guitar; the Funk Brothers; the Detroit Symphony Orchestra",,,1968,Tamla,"In the Groove, Tamla TS-285",,,,,,IHearditThroughtheGrapevine,@WikiHeardItThroughTheGrapevineSong@WikiHeardItThroughTheGrapevineAlbum
,,,,,,,,,,,,,,,,,6129,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1960s,,,0:02:45,,My Girl,Soul; Rhythm & Blues; Motown,"Written and produced by the Miracles members Smokey Robinson and Ronald White, My Girl became the Temptations' first U.S. number-one single, and is today their signature song. Robinson's inspiration for writing this song was his wife, Miracles member Claudette Rogers Robinson.","Temptations: David Ruffin, vocal; Eddie Kendricks, vocal; Melvin Franklin, vocal; Paul Williams, vocal; Otis Williams, vocal; Robert White, guitar; James Jamerson, bass; Benny Benjamin, drums; The Funk Brothers; Detroit Symphony Orchestra",,,1965,Gordy,"The Temptations Sing Smokey, Gordy G 912",,,,,,MyGirl,@WikiMyGirl@WikiTemptationsSingSmokey
,,,,,,,,,,,,,,,,,6141,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI [Recorded in Memphis, TN]",DetroitAA1960s,,,0:02:37,,In the Midnight Hour,Soul; Rhythm & Blues,"In the Midnight Hour was composed by Pickett and Steve Cropper at the historic Lorraine Motel in Memphis where Martin Luther King, Jr. would later be assassinated in April 1968.","Wilson Pickett, vocal; Steve Cropper, guitar;  Al Jackson, drums; Donald ""Duck"" Dunn, bass",,,1965,Atlantic,"In the Midnight Hour, Atlantic 8114",,,,,,IntheMidnightHour,@Atlantic1965InTheMidnightHour@WikiInTheMidnightHour@WikiWilsonPickett
,,,,,,,,,,,,,,,,,6178,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1970s,,,0:02:58,,You Are the Sunshine of My Life,Soul,"""You Are the Sunshine of My Life"" is a 1973 single released by Stevie Wonder. The first two lines of the song are sung, not by Wonder, but by Jim Gilstrap; Lani Groves sings the next two.Gilstrap and Groves, together with Gloria Barley, also provide backing vocals.","Stevie Wonder, vocal, Fender Rhodes & drums; Jim Gilstrap, vocal; Lani Groves, vocal; Gloria Barley, vocal; Scott Edwards, bass; Daniel Ben Zebulon, congas; horns",,,1973,Tamla,"Talking Book, Tamla T-319",,,,,Talking Book,TalkingBook,@Tamla1973TalkingBook @WikiStevieWonder @WikiTalkingBook @WikiYouAreTheSunshineOfMyLife
,,,,,,,,,,,,,,,,,6179,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1970s,,,0:04:26,,Superstition,Funk; soul,"Stevie Wonder was a multi-instrumental child prodigy, recording for Motown from the age of 11 - made all the more impressive by his blindness. As he entered adulthood, Wonder renegotiated his Motown contract to grant himself an unprecedented (for Motown) degree of creative control, resulting in an extraordinary five album run through the early and mid-70's. Superstition was one of Wonder's biggest hits and is one of the most distinctive and famous examples of the sound of the Hohner Clavinet keyboard. The lyrics describes popular superstitions and their negative effects.","Stevie Wonder, vocal, Hohner Clavinet, drums & bass; Trevor Lawrence, tenor sax; Steve Madaio, trumpet",,,1972,Tamla,"Talking Book, Tamla T-319",,,,,Talking Book,TalkingBook,@Tamla1973TalkingBook @WikiStevieWonder @WikiTalkingBook @WikiSuperstition
,,,,,,,,,,,,,,,,,6203,,42.33,-83.04,Detroit S Black,62445,"Detroit, MI",DetroitAA1980s,,,0:04:26,,Endless Love,R&B; ballad; love song,"""Endless Love"" is a song written by Lionel Richie and originally recorded as a duet between Richie and fellow R&B singer Diana Ross. In this ballad, the singers declare their ""endless love"" for one another. Ross and Richie recorded the song for Motown, and it was used as the theme for the Franco Zeffirelli's film adaptation of Scott Spencer's novel Endless Love.","Diana Ross & Lionel Richie, vocal; Sonny Burke, electric piano; Barnaby Finch, piano; Paul Jackson Jr., guitar; Thomas McClary, guitar; Nathan East, bass; Ed Greene, drums; Rick Shlosser, drums; Gene Page, string arrangements",,,1981,Motown,"Endless Love, Motown M 1519F",,,,,Endless Love,EndlessLove,@Motown1981EndlessLove @WikiEndlessLove @WikiDianaRoss
,,,,,,,,,,,,,,,,,6285,,42.33,-83.04,Detroit White,,"Detroit, MI [Recorded in New York City]",DetroitEA1920s,,,0:03:01,,Clementine,Jazz,"Jean Goldkette was a jazz pianist and bandleader. He led many jazz and dance bands, of which the most popular was his Victor Recording Orchestra of 1924–1929.",Jean Goldkette and his orchestra,,,1927,Victor,"Clementine (From New Orleans), Victor 20994",,,,,Clementine (From New Orleans),Clementine,@Victor1927Clementine @ChauvinNDClementine @WikiJeanGoldkette
,,,,,,,,,,,,,,,,,9395,"I'd also advocate for removing this, and wouldn't classify it as a hit - Jesse",40.71,-74.00,Do we want to keep this? It seems very weird to have a bongo drum instrumental instructional tape as part of this sample,,"New York, NY",Hits 1950s,T5620R26,Old audio file # T9527R13,0:02:05,Misc.102.A4; CHB5B1.6,"Bongo Drum Instruction, Three Beats per measure",Instrumental,"Bongo Drum Instruction, three Beats per measure played slow",William Loughborough,,William Loughborough,1958,Smithsonian Folkways,Bongo Drum Instruction FI 8320,"Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,"BongoDrumInstruction,ThreeBeatspermeasure",
,,,,,,,,,,,,,,,,,6280,,53.34,-6.26,Dublin,50250,"Dublin, Ireland [Recorded in New York City]",Dublin1910s,,,0:02:34,,Somewhere a Voice is Calling,Traditional pop; World War I song,"Somewhere a Voice is Calling is a World War I song originally released in 1901. Arthur F. Tate composed the song and Eileen Newton wrote the lyrics. The song was published by T.B. Harms & Francis, Day & Hunter in New York City. In 1914, John McCormack recorded ""Somewhere a Voice is Calling."" It was released under the Victor record label.","John MacCormack, vocal",,,1914,Victor,"Somewhere A Voice Is Calling, Victor 64405",,,,,Somewhere A Voice Is Calling,SomewhereaVoiceisCalling,@Victor1914SomewhereaVoiceisCalling @WikiSomewhereAVoiceIsCalling @WikiJohnMcCormack
3456,36.16,-86.78,North America,United States,Euro/African Diasporas,,,,,,,,,,,,6227,,35.47,-97.52,Dust Bowl,62446,"Oklahoma City, OK",OklahomaEA1940s,,,0:02:35,,When My Blue Moon Turns to Gold Again,Country,"""""When My Blue Moon Turns to Gold Again"" is a song written by Wiley Walker and Gene Sullivan in 1940. They first recorded it in 1941."" (Wikipedia)",Wiley Walker & Gene Sullivan,,,1941,Okeh,"Live And Let Live / When My Blue Moon Turns To Gold Again, Okeh 06374",,,,,Live And Let Live / When My Blue Moon Turns To Gold Again,WhenMyBlueMoonTurnstoGoldAgain,@WikiWhenMyBlueMoonTurnsToGoldAgain@Okeh1941WhenMyBlueMoonTurnsToGoldAgain@NSFGeneSullivan
,,,,,,,,,,,,,,,,,6138,,25.78,-80.21,Florida Black,62471,"Miami, FL [Recorded in Memphis, TN]",MiamiAA1960s,,,0:02:39,,Soul Man,Soul,"Co-author Isaac Hayes found the inspiration for ""Soul Man"" in the turmoil of the Civil Rights Movement of the 1960s. In July 1967, watching a television newscast of the aftermath of the 12th Street riot in Detroit, Michigan, Hayes noted that black residents had marked buildings that had not been destroyed during the riots – mostly African-American owned and operated institutions – with the word ""soul"".","Sam & Dave: Sam Moore, vocal; Dave Prater, vocal; Booker T. & the M.G.'s; the Mar-Keys Horns",,,1967,Stax,"Soul Men, Stax 725",,,,,,SoulMan,@WikiSoulMan@WikiSoulMen@WikiSam&Dave
,,,,,,,,,,,,,,,,,6126,,36.85,-76.28,Hampton Roads,62426,"Norfolk, VA",HamptonRoadsAA1960s,,,0:02:53,,New Orleans,Rock and roll; Rhythm & Blues,"""New Orleans"" is a song written by Frank Guida and Joseph Royster and performed by Gary U.S. Bonds. It reached #5 on the U.S. R&B chart, #6 on the U.S. pop chart, and #16 on the UK Singles Chart in 1960.",Gary U.S. Bonds,,,1960,Legrand,"Dance 'Til Quarter To Three With U. S. Bonds, Legrand LLP 3001",,,,,,NewOrleans,@WikiGaryUSBonds@Legrand1961DanceTilQuarterToThree
,,,,,,,,,,,,,,,,,3517,,36.83,-76.34,Hampton Roads,62426,"Portsmouth, VA [Recorded in New York, NY]",HamptonRoadsAA1950s,NULL,,,.A6,5-10-15 Hours,Rhythm & Blues,,"Ruth Brown, vocal; Willis Jackson, tenor sax solo",,Atlantic,1952,Atlantic,"Rock & Roll Forever. Atlantic 8010, 1959.",,,,,,Hits1950sSong,@Wiki5-10-15Hours @Atlantic1959Rock&RollForever
3458,40.71,-74.01,North America,United States,Euro/African Diasporas,,,,,,,,,,,,6043,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1930s,,,0:03:00,,Minnie the Moocher,Jazz; Big Band Jazz; Vocal Jazz,"""Minnie the Moocher"" is a jazz song first recorded in 1931 by Cab Calloway and His Orchestra, selling over a million copies. ""Minnie the Moocher"" is most famous for its nonsensical ad libbed (""scat"") lyrics (for example, ""Hi De Hi De Hi De Ho""). In performances, Calloway would have the audience and the band members participate by repeating each scat phrase in a form of call and response, until making it too fast and complicated for the audience to replicate it.","Cab Calloway, vocal",,,1931,Brunswick,"Minnie The Moocher (The Ho De Ho Song) / Kickin' The Gong Around, Brunswick 6511",,,,,Minnie The Moocher (The Ho De Ho Song) / Kickin' The Gong Around,MinnietheMoocher,@Brunswick1931MinnietheMoocher @WikiMinnieTheMoocher @WikiCabCalloway
,,,,,,,,,,,,,,,,,6064,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY [Recorded in Hollywood, CA]",HarlemAA1940s,,,0:03:17,,I Got it Bad,Jazz; traditional pop,"""I Got It Bad (and That Ain't Good)"" is a pop and jazz standard with music by Duke Ellington and lyrics by Paul Francis Webster published in 1941. It was introduced in the musical revue Jump for Joy by Ivie Anderson, who also provided the vocals for Duke Ellington and His Orchestra on the single Victor 27531.","Ivie Anderson & Duke Ellington: Ivie Anderson, vocal; Duke Ellington, piano; Barney Bigard, clarinet & tenor sax; Jimmy Blanton, bass; Harry Carney, saxophone & clarinet; Sonny Greer, drums; Fred Guy, guitar; Otto Hardwick, saxophone; Johnny Hodges, saxophone & clarinet; Wallace Jones, trumpet; Ray Nance, trumpet; Tricky Sam Nanton, trombone; Rex Stewart, cornet; Juan Tizol, valve trombone; Ben Webster, saxophone",,,1941,Victor,"I got it bad and that ain't good, Victor 27531",,,,,I got it bad and that ain't good,IGotitBad,@Victor1941IGotitBad @WikiIGotItBad @WikiDukeEllington @WikiIvieAnderson
,,,,,,,,,,,,,,,,,6065,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY [Recorded in Hollywood, CA]",HarlemAA1940s,,,0:03:03,,Don't Get Around Much Anymore,Jazz; traditional pop,"""Don't Get Around Much Anymore"" is a jazz standard written by composer Duke Ellington. The song was originally entitled ""Never No Lament"" and was first recorded by Duke Ellington and his orchestra on May 4, 1940. ""Don't Get Around Much Anymore"" quickly became a hit after Bob Russell wrote its lyrics in 1942.","Duke Ellington, piano; Barney Bigard, clarinet & tenor sax; Cootie Williams, trumpet; Jimmy Blanton, bass; Harry Carney, saxophone & clarinet; Sonny Greer, drums; Fred Guy, guitar; Otto Hardwick, saxophone; Johnny Hodges, clarinet; Wallace Jones, trumpet; Ray Nance, trumpet; Tricky Sam Nanton, trombone; Rex Stewart, cornet; Juan Tizol, valve trombone; Ben Webster, saxophone; Lawrence Brown, trombone",,,1942,Victor,"Don't get around much anymore, Victor 26610",,,,,Don't get around much anymore,DontGetAroundMuchAnymore,@Victor1942DontGetAroundMuchAnymore @WIkiDontGetAroundMuchAnymore @WikiDukeEllington
,,,,,,,,,,,,,,,,,6066,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY [Recorded in Hollywood, CA]",HarlemAA1940s,,,0:05:31,,"Take the ""A"" Train",Jazz,"""Take the 'A' Train"" is a jazz standard by Billy Strayhorn that was the signature tune of the Duke Ellington orchestra.The title refers to the then-new A subway service that runs through New York City, going at that time from eastern Brooklyn, on the Fulton Street Line opened in 1936, up into Harlem and northern Manhattan, using the Eighth Avenue Line in Manhattan opened in 1932.","Duke Ellington, piano; Barney Bigard, clarinet & tenor sax; Cootie Williams, trumpet; Jimmy Blanton, bass; Harry Carney, saxophone & clarinet; Sonny Greer, drums; Fred Guy, guitar; Otto Hardwick, saxophone; Johnny Hodges, clarinet; Wallace Jones, trumpet; Ray Nance, trumpet; Tricky Sam Nanton, trombone; Rex Stewart, cornet; Juan Tizol, valve trombone; Ben Webster, saxophone; Lawrence Brown, trombone",,,1941,Victor,"Take the ""A"" train, Victor 27380",,,,,"Take the ""A"" train",TaketheATrain,@Victor1941TaketheATrain @WikiDukeEllington @WikiTakeTheATrain
,,,,,,,,,,,,,,,,,6082,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1950s,,,0:02:47,,A Simple Prayer,Rhythm & Blues; doo-wop,,The Ravens,,,1956,Argo,"A Simple Prayer / Water Boy, Argo 5261",,,,,,ASimplePrayer,@Argo1956ASimplePrayer@WikiTheRavens
,,,,,,,,,,,,,,,,,6135,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY [Recorded in Hollywood]",HarlemAA1960s,,,0:02:40,,Be My Baby,Rhythm & Blues,"""Be My Baby"" is a song written by Jeff Barry, Ellie Greenwich, and Phil Spector. Ronnie Spector is the only Ronette to appear on the single; her future husband Phil produced their elaborately layered recording in what is now considered a quintessential example of his Wall of Sound production formula.","The Ronettes: Ronnie Spector, vocal; Louis Blackburn, trombone; Hal Blaine, drums; Sonny Bono, vocal; Frank Capp, percussion; Cher, vocal; Al De Lory, keyboards; Steve Douglas, saxophone; Ellie Greenwich, vocal; Carol Kaye, bass; Darlene Love, vocal; Fanita James, vocal; Jay Migliori, saxophone; Gracia Nitzsche, vocal; Bill Pitman, guitar; Ray Pohlman, bass; Don Randi, piano; Leon Russell, keyboards; Bobby Sheen, vocal; Tommy Tedesco, guitar; Nino Tempo, vocal",,,1963,Philles,"Presenting the Fabulous Ronettes Featuring Veronica, Philles 4006",,,,,,BeMyBaby,@WikiBeMyBaby@WikiPresentingTheFabulousRonettes
,,,,,,,,,,,,,,,,,6293,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1930s,,,0:03:05,,Stormy Weather,Traditional pop; vocal jazz; torch song,"""Stormy Weather"" is a 1933 torch song written by Harold Arlen and Ted Koehler. Ethel Waters first sang it at The Cotton Club night club in Harlem in 1933 and recorded it that year. The song tells of disappointment, as the lyrics, ""Don't know why there's no sun up in the sky"", show someone pining for her man to return. The weather is a metaphor for the feelings of the singer: ""stormy weather since my man and I ain't together, keeps raining all the time.""","Ethel Waters, vocal",,,1933,Columbia,"Stormy Weather / Love Is The Thing, Columbia 36329",,,,,Stormy Weather / Love Is The Thing,StormyWeather,@Columbia1933StormyWeather @WikiStormyWeather @WikiEthelWaters
,,,,,,,,,,,,,,,,,6294,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1930s,,,0:02:56,,What a Little Moonlight Can Do,Vocal jazz,"""What a Little Moonlight Can Do"" is a popular song written by Harry M. Woods in 1934. Billie Holiday recorded the song, accompanied by Teddy Wilson & His Orchestra, on July 2, 1935. This reached the various charts of the day in the USA.","Billie Holiday, vocal; Teddy Wilson, piano; Benny Goodman, clarinet",,,1935,Brunswick,"What A Little Moonlight Can Do / A Sunbonnet Blue (And A Yellow Straw Hat), Brunswick 7498",,,,,What A Little Moonlight Can Do / A Sunbonnet Blue (And A Yellow Straw Hat),WhataLittleMoonlightCanDo,@Brunswick1935WhataLittleMoonlightCanDo @WikiWhatALittleMoonlightCanDo @WikiBillieHoliday
,,,,,,,,,,,,,,,,,6295,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1930s,,,0:02:53,,It's a Sin to Tell a Lie,Jazz; stride,"""It's a Sin to Tell a Lie"" is a 1936 popular song written by Billy Mayhew, introduced early that year on records by many dance bands including Dick Robertson, and later popularized by Fats Waller.","Fats Waller, piano & vocal",,,1935,Victor,"It's A Sin To Tell A Lie / Big Chief De Sota, Victor 25342",,,,,It's A Sin To Tell A Lie / Big Chief De Sota,ItsaSintoTellaLie,@Victor1935ItsaSintoTellaLie @WikiItsASinToTellALie @WikiFatsWaller
,,,,,,,,,,,,,,,,,6296,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1930s,,,0:02:38,,"A Tisket, A Tasket",Vocal jazz,"""A Tisket A Tasket"" is a nursery rhyme first recorded in America in the late nineteenth century.[1][2] It was used as the basis for a very successful and highly regarded 1938 recording by Ella Fitzgerald, composed by Fitzgerald in conjunction with Al Feldman (later known as Van Alexander).",Ella Fitzgerald with Chick Webb,,,1935,Decca,"A-Tisket A-Tasket / Liza, Decca 1840",,,,,A-Tisket A-Tasket / Liza,ATisketATasket,@Decca1935ATisketATasket @WikiATisketATasket @WikiEllaFitzgerald
,,,,,,,,,,,,,,,,,6298,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1930s,,,0:02:55,,I Must Have That Man,Vocal jazz,,"Billie Holiday, vocal; Teddy Wilson and his orchestra",,,1937,Columbia,"I Must Have That Man! / Foolin' Myself, Columbia 36207",,,,,I Must Have That Man! / Foolin' Myself,IMustHaveThatMan,@Columbia1937IMustHaveThatMan @WikiBillieHoliday
,,,,,,,,,,,,,,,,,6317,,40.71,-74.00,Harlem 1920s,30060,"Harlem, NY",HarlemAA1920s,,,0:03:03,,East St. Louis Toodle-Oo,Jazz,"""East St Louis Toodle-Oo"" (also ""Toodle-O"") is a composition written by Duke Ellington and Bubber Miley and recorded several times by Ellington for various labels from 1926-1930 under various titles. This song was the first charting single for Duke Ellington in 1927 and was one of the main examples of his early ""jungle music"".",Duke Ellington and his Kentucky Club Orchestra,,,1927,Vocalion,"East St. Louis Toodle-O / Birmingham Breakdown, Vocalion 1064",,,,,East St. Louis Toodle-O / Birmingham Breakdown,EastStLouisToodle-Oo,@Vocalion1927EastStLouisToodle-Oo @WikiEastStLouisToodleOo @WikiDukeEllington
,,,,,,,,,,,,,,,,,6173,,18.01,-76.80,Jamaican,17480,"Kingston, Jamaica",Jamaica1970s,,,0:05:10,,Lively Up Yourself,Reggae,"""Lively Up Yourself"" is the opening track of Bob Marley and the Wailers' 1974 album Natty Dread. It has been described as a blues-influenced positive celebration of skanking, reggae and sex.","Bob Marley and the Wailers: Bob Marley, vocal & guitar; Aston Barrett, bass; Carlton Barrett, drums & percussion; Bernard ""Touter"" Harvey, piano & organ; Jean Roussell, Hammond organ & keyboards; Al Anderson, guitar; Rita Marley, vocal; Judy Mowatt, vocal; Marcia Griffiths, vocal",,,1974,Island,"Natty Dread, Island ILPS 9281	",,,,,Natty Dread,NattyDread,@Island1974NattyDread @WikiNattyDread @WikiBobMarleyAndTheWailers
,,,,,,,,,,,,,,,,,6314,,39.10,-94.58,Kansas City S Black,,"Kansas City, MO [Recorded in Chicago, IL]",KansasCityAA1920s,,,0:02:53,,Kansas City Shuffle,Jazz; Kansas City jazz,"""Kansas City Shuffle"" is the name of a 1926 jazz song. The title of the tune refers to an advanced form of bait-and-switch confidence game employing misdirection, subterfuge, and playing on the ""mark's"" arrogance and/or self-loathing.","Bennie Moten's Kansas City Orchestra: Bennie Moten, piano; LaForest Dent, alto & baritone sax; Thamon Hayes, trombone; Harlan Leonard, clarinet & alto sax; Willie McWashington, drums; Vernon Page, tuba; Sam Tall, banjo; Woody Walder, clarinet & tenor sax; Lamar Wright, cornet",,,1927,Victor,"Kansas City Shuffle / Yazoo Blues, Victor ‎20485",,,,,Kansas City Shuffle / Yazoo Blues,KansasCityShuffle,@Victor1927KansasCityShuffle @WikiKansasCityShuffle @WikiBennieMoten
,,,,,,,,,,,,,,,,,6042,,39.10,-94.58,Kansas City S Black,,"Kansas City, MO [Recorded in New York City]",KansasCityAA1930s,,,0:02:59,,Until the Real Thing Comes Along,Traditional pop; vocal jazz,"""(It Will Have to Do) Until the Real Thing Comes Along"" is a popular song first published in 1936. A hit version in 1936 was recorded by Andy Kirk and His 12 Clouds of Joy.","Andy Kirk & his Twelve Clouds of Joy featuring Pha Terrell: Pha Terrell, vocal; Andy Kirk, bass sax; John Williams, alto & baritone sax; John Harrington, alto & baritone sax; Booker Collins, bass; Ben Thigpen, drums; Ted Robinson, guitar; Mary Lou Williams, piano; Dick Wilson, tenor sax; Henry Wells, trombone; Ted Donnelly, trombone; Earl Thompson, trumpet; Harry Lawson, trumpet; Paul King, trumpet",,,1936,Decca,"Until The Real Thing Comes Along / Walkin' And Swingin', Decca 809",,,,,Until The Real Thing Comes Along / Walkin' And Swingin',UntiltheRealThingComesAlong,@Decca1936UntiltheRealThingComesAlong @WikiUntilTheRealThingComesAlong @WikiAndyKirk @WikiPhaTerrell
,,,,,,,,,,,,,,,,,6061,,39.10,-94.58,Kansas City S Black,,"Kansas City, MO [Recorded in New York City]",KansasCityAA1940s,,,0:03:27,,Parker's Mood,Jazz; bebop,"In 1948, saxophonist Charlie Parker recorded the tune “Parker’s Mood” with Miles Davis for a session on Savoy Records in New York City. Also on the track were drummer Max Roach, pianist John Lewis and bassist Curly Russell. “Parker’s Mood,” a slow, thick-as-molasses blues, reveals an unusually soulful side of Bird’s style, and its distinctiveness in Parker’s canon has made it one of the saxophonist’s most celebrated tunes.","Charlie Parker, saxophone; Miles Davis, trumpet; Max Roach, drums; John Lewis, piano; Curly Russell, bass",,,1948,Savoy,"Barbados / Parker's Mood, Savoy 936",,,,,Barbados / Parker's Mood,ParkersMood,@Savoy1948ParkersMood @WikiCharlieParker @Zimmerman2019ParkersMood @Zirpolo2018ParkersMood
,,,,,,,,,,,,,,,,,6088,,39.10,-94.58,Kansas City S Black,,"Kansas City, MO [Recorded in New York City]",KansasCityAA1950s,,,0:02:59,,Shake Rattle & Roll,Rhythm & Blues; blues; rock and roll,"""Shake, Rattle and Roll"" is a twelve bar blues-form song, written in 1954 by Jesse Stone. The song, in its original incarnation, is highly sexual. The chorus used ""shake, rattle and roll"" to refer to boisterous intercourse, in the same way that the words ""rock and roll"" were first used by numerous rhythm and blues singers.","Big Joe Turner, vocal; Sam ""The Man"" Taylor, saxophone; McHouston ""Mickey"" Baker, guitar; Connie Kay, drums; Jesse Stone, vocal; Jerry Wexler, vocal; Ahmet Ertegun, vocal",,,1954,Atlantic,"Shake, Rattle And Roll / You Know I Love You, Atlantic 1026",,,,,,ShakeRattle&Roll,@Atlantic1954ShakeRattleAndRoll@WikiBigJoeTurner@WikiShakeRattleAndRoll
,,,,,,,,,,,,,,,,,6092,,39.10,-94.58,Kansas City S Black,,"Kansas City, MO [Recorded in New York City]",KansasCityAA1950s,,,0:02:37,,Chains of Love,Rhythm & Blues; blues; rock and roll,"""Chains Of Love"", a 12-bar blues, was written by Doc Pomus (a.k.a. Jerome Solon Felder) who sold the copyright to Ahmet Ertegun in 1950. The song has charted numerous times in the US and abroad the first by Big Joe Turner (as Joe Turner) in 1951 reaching number 2 on the US Billboard R&B chart.","Big Joe Turner, vocal; Van ""Piano Man"" Walls and his Orchestra",,,1951,Atlantic,"After My Laughter Came Tears / Chains Of Love, Atlantic 939",,,,,After My Laughter Came Tears / Chains Of Love,ChainsofLove,@Atlantic1951ChainsofLove @WikiBigJoeTurner @WikiChainsOfLove
,,,,,,,,,,,,,,,,,6299,,39.10,-94.58,Kansas City S Black,,"Kansas City, MO [Recorded in New York City]",KansasCityAA1930s,,,0:02:50,,Roll 'Em Pete,Blues; Rhythm & Blues; Boogie Woogie,"""Roll 'Em Pete"" is a rhythm and blues song, originally recorded in December 1938 by Big Joe Turner and pianist Pete Johnson. The recording is regarded as one of the most important precursors of what later became known as rock and roll.","Joe Turner, vocal; Pete Johnson, piano",,,1938,Vocalion,"Roll 'Em Pete, Vocalion 4607",,,,,Roll 'Em Pete,RollEmPete,@Vocalion1938RollEmPete @WikiRollEmPete @WikiBigJoeTurner @WikiPeteJohnson
